"Word","AoA_test_min","LgSUBTLWF","Length","Conc.M","SemD","V.Mean.Sum","A.Mean.Sum","Interoceptive.mean","Head.mean","Mouth.mean"
"choose",2,3.389,6,2.62,2,6,3.6,1.833333333,3.238095238,2.095238095
"chop",2,2.842,4,4.48,1.48,4.6,4.43,0.352941176,1.052631579,0.210526316
"chopper",2,2.776,7,4.07,1.39,5.05,3.55,0.222222222,2.157894737,0.789473684
"chord",6,1.973,5,4.29,1.11,5.75,2.72,0.636363636,3.15,1.15
"chore",4,1.716,5,3.78,1.79,3.9,4.8,0.947368421,2.65,1.45
"choreography",14,1.663,12,3.22,0.6,5.95,5.82,0.777777778,3.25,1.8
"chorus",4,2.493,6,4.03,1.5,6,4.2,1.263157895,2.473684211,4.526315789
"chrome",6,1.819,6,4.5,1.33,6.26,4,0.375,3.055555556,0.333333333
"chromium",10,1.532,8,4.33,1.32,4.8,2.9,0.066666667,2.090909091,0.181818182
"chromosome",12,1.591,10,4.11,0.66,4.95,2.88,0.055555556,2.166666667,1.333333333
"chronic",10,2.403,7,2.17,1.46,3.86,4.91,2.555555556,2.590909091,1.954545455
"chronicle",10,1.909,9,2.96,1.34,6.1,3.59,0.647058824,2.05,1.9
"chubby",2,2.33,6,3.76,1.66,4.33,4.88,0.611111111,2.157894737,0.894736842
"chuck",8,3.04,5,3.82,1.52,5.06,3.95,0.294117647,0.833333333,0.222222222
"chuckle",2,1.914,7,3.82,1.5,7.1,5.3,3.294117647,1.631578947,4
"chum",2,2.196,4,3.81,1.61,5.3,4.18,0.947368421,1.736842105,1.894736842
"chunk",4,2.326,5,3.86,1.91,4.67,4,0.8125,1.473684211,1.473684211
"chunky",6,1.857,6,3.69,1.23,4.1,3.41,1.105263158,1.95,0.75
"church",2,3.551,6,4.9,1.56,5.21,3.63,1.25,4.052631579,2.315789474
"churn",2,1.505,5,4,1.86,4.84,4.28,0.764705882,1.529411765,0.294117647
"chute",8,2.267,5,4.61,1.53,4.05,2.71,0,1.266666667,0.133333333
"cider",2,1.991,5,4.97,1.34,5.6,3.41,0.473684211,1.526315789,3.473684211
"cigar",4,2.82,5,4.93,1.4,4.4,4.27,0.789473684,2.1,4.55
"cigarette",4,3.133,9,4.88,1.34,3,4,2,2.45,3.2
"cinema",8,2.299,6,4.69,1.18,6.86,6.05,0.666666667,3.6,0.45
"cinnamon",4,2.185,8,4.85,0.97,6.75,3.72,0.733333333,1.684210526,3.578947368
"cipher",12,1.887,6,3.58,1.43,5.71,4.55,0.666666667,2.153846154,0.923076923
"circle",2,3.041,6,4.44,1.92,5.76,3.33,0.684210526,2.428571429,1.047619048
"circuit",8,2.533,7,3.83,1.48,4.82,4.35,0.294117647,2.318181818,0.454545455
"circular",4,1.914,8,3.79,1.82,5.47,3.4,0.333333333,2.736842105,0.578947368
"circulate",6,1.681,9,2.88,1.93,5.19,4,1.555555556,1.80952381,1.761904762
"circulation",6,2.269,11,3.03,1.74,5.71,4.05,2.611111111,2.9,2.05
"circulatory",8,1.38,11,3.43,1.21,5.47,4.29,3,2.666666667,2.2
"circumference",6,1.591,13,3.96,1.4,5.24,2.71,0.470588235,2.263157895,0.578947368
"circumstance",8,2.025,12,1.77,1.74,5,3.41,0.764705882,2.05,0.75
"circumstantial",10,1.935,14,1.96,1.69,4,4.5,1.611111111,2.894736842,1.368421053
"circumvent",13,1.431,10,2.25,1.98,5,4,0,2.421052632,1
"circus",2,2.94,6,4.43,1.77,5.85,5.45,0.470588235,2,0.75
"citadel",10,1.38,7,4.61,1.5,5.61,3.85,0.333333333,2.058823529,0.294117647
"citation",10,1.914,8,3.66,1.09,3.7,3.8,0.3,2.5,1
"cite",12,1.69,4,3.07,1.78,4.95,4,0,1.838709677,2.838709677
"citizen",4,2.833,7,4.43,1.75,6.43,2.63,0.785714286,3.15,2.5
"citizenship",6,1.839,11,2.96,1.45,7.24,5.58,1.125,2.285714286,1.285714286
"citrus",6,1.431,6,4.21,1.39,6.36,4.16,0.25,2.4,4.35
"city",2,3.936,4,4.79,1.85,6.12,5.08,1.058823529,3.4,1.2
"civic",10,2.045,5,2.45,1.59,5.74,3.5,0.619047619,2.523809524,1.619047619
"civil",6,2.911,5,2.07,1.78,5.8,2.95,1.263157895,2.5,2.5
"civilian",6,2.681,8,4.25,1.47,5.48,3.7,0.1875,3,1.692307692
"civility",13,1.462,8,1.62,1.41,5.87,3.18,1.052631579,2.8125,2.0625
"civilization",6,2.629,12,3.32,1.36,6.2,3.7,0.526315789,2.833333333,1.444444444
"claim",6,3.113,5,2.96,1.97,5.15,3.9,0.75,1.761904762,1.80952381
"clam",6,2.303,4,4.89,1.64,4.7,3.36,0.222222222,2.4,2.55
"clammy",8,1.491,6,3.03,1.29,3.81,2.95,1.529411765,1.222222222,0.722222222
"clamp",4,2.545,5,4.53,1.68,4.6,5.05,1.105263158,1.611111111,0.5
"clan",10,2.322,4,3.46,1.47,5.2,3.78,0.611111111,2.421052632,1.052631579
"clang",4,1.643,5,3.96,1.42,4.1,4.61,0.785714286,2.941176471,0.941176471
"clap",2,2.384,4,4.16,1.64,6.05,5.15,0.625,1.5,0.25
"clarification",6,1.491,13,1.93,1.83,6.06,3.25,0.5,2.666666667,2.666666667
"clarify",6,2.061,7,2.07,1.92,6,2.85,0.631578947,2.210526316,3.157894737
"clarinet",4,1.909,8,4.92,0.72,4.74,3.06,0.611111111,2.157894737,3.105263158
"clarity",8,2.033,7,2,1.84,7.26,3.64,1.85,3.486486486,1.459459459
"clash",6,1.839,5,2.63,1.57,3.96,5.67,0.466666667,2.35483871,1.290322581
"clasp",6,1.724,5,4.41,1.37,5.19,3.52,0.176470588,1.095238095,1.047619048
"class",2,3.777,5,3.85,1.72,5.73,4.43,1.941176471,3.5625,2.625
"classic",6,2.917,7,2,1.92,6.32,3.62,0.944444444,2,0.95
"classical",10,2.352,9,2.18,1.57,6.79,3.75,0.647058824,3.05,1.3
"classification",6,1.58,14,2.52,1.67,4.77,3.45,0.611111111,2.684210526,1.105263158
"classified",10,2.539,10,2.21,1.95,5.53,4.61,0.684210526,2.235294118,1.470588235
"classify",6,1.518,8,2.41,1.8,5.6,4.25,0.941176471,2.95,2.1
"classroom",2,2.358,9,4.76,1.07,5.57,4,0.235294118,2.7,1.9
"classy",6,2.47,6,2.12,1.61,6.63,4.14,1.8,1.85,2.1
"clatter",4,1.568,7,3.19,1.52,4.05,5.04,0.315789474,2.611111111,0.777777778
"clause",8,2.158,6,2.73,1.24,4.9,3.32,0.095238095,2,1.529411765
"claustrophobia",10,1.38,14,2.52,1.53,2.9,5.33,3.1875,2.95,1.4
"claw",2,2.35,4,4.83,1.59,4.65,3.65,0.210526316,1.571428571,0.380952381
"clay",2,2.788,4,4.93,1.54,5.45,3.84,0.3125,1.5,0.2
"clean",2,3.791,5,3.07,1.91,7.09,3.57,1.1875,2.684210526,2.052631579
"cleaner",2,2.549,7,3.78,1.69,5.8,3.17,0.277777778,1.4,0.75
"cleanliness",6,1.505,11,2.63,1.6,7.21,4.05,1.166666667,3.157894737,1.736842105
"cleanse",4,1.875,7,3.31,1.26,6.65,4.53,1.277777778,2.55,2.05
"clear",4,3.943,5,3.55,2.28,6.14,2.71,0.625,2.95,1.5
"clearance",4,2.545,9,2.19,1.67,6.62,4.5,0.066666667,2.095238095,0.761904762
"cleavage",14,1.851,8,4.64,1.25,5.53,6.29,1.055555556,2,0.619047619
"cleaver",8,1.839,7,4.7,1.2,4.95,5.1,0.266666667,1.294117647,0.117647059
"cleft",12,1.491,5,4.31,1.52,4.36,3.54,0.2,1.388888889,2
"clench",6,1.322,6,4.25,1.16,3.68,4.11,1.833333333,1.25,1.7
"clergy",10,1.69,6,4.03,1,4.8,2.95,0.555555556,2.35,1.35
"cleric",12,1.839,6,4.39,1.52,4.65,3.18,0.529411765,2.111111111,1.111111111
"clerical",8,1.708,8,2.93,1.44,4.65,3.15,0.421052632,2.722222222,1.166666667
"clerk",4,2.819,5,4.28,1.58,4.76,3.85,0.3125,2.8,1.75
"clever",4,3.144,6,1.79,1.81,7.36,5.25,2.1,3.142857143,1.714285714
"cleverness",2,1.431,10,2.07,1.81,6.95,5.55,2.388888889,3.411764706,2.823529412
"click",6,2.516,5,4.03,1.44,5.7,2.81,0.235294118,2.35,0.85
"client",10,3.434,6,3.9,1.28,5.22,2.95,0.111111111,2.636363636,2.045454545
"clientele",12,1.909,9,3.31,1.6,5.1,3.74,0.125,2.705882353,2
"cliff",4,3.042,5,4.71,1.51,4.77,5.18,0.378378378,2.473684211,0.368421053
"climate",2,2.258,7,3.5,1.83,5.8,3.95,2.052631579,3.352941176,1.823529412
"climax",8,2,6,2.86,1.83,7.53,6.83,3.939393939,3,1.8
"climb",2,3.003,5,4.11,1.44,5.62,3.95,1.578947368,2.65,0.75
"climber",6,1.613,7,4.5,0.74,6,4.45,0.421052632,2.2,0.65
"clinch",6,1.544,6,2.92,1.38,4.85,4,1.823529412,1.882352941,1.411764706
"cling",6,2.111,5,3.59,1.8,4.8,4,1.684210526,0.444444444,0.166666667
"clinic",6,2.854,6,4.24,1.53,4.95,2.95,0.888888889,2.304347826,1.391304348
"clinical",10,2.176,8,2.52,1.3,4.82,4.1,0.176470588,2.3,0.7
"clink",8,1.826,5,3.2,1.41,5,4.68,0.555555556,2.947368421,0.105263158
"clip",2,2.464,4,4.37,1.66,5.36,2.9,0,1.857142857,0.380952381
"clipper",6,1.778,7,4.3,1.28,5.67,3.44,0.647058824,2.055555556,0.5
"clipping",6,1.778,8,4,1.58,5.1,4.15,0.529411765,1.529411765,0.352941176
"clique",10,1.602,6,2.68,1.56,4.06,4.42,0.944444444,1.5,1.6
"clitoris",14,1.74,8,4.93,0.71,5.57,5.65,1.222222222,2.380952381,2.380952381
"cloak",6,2.188,5,4.71,1.37,5.95,4.1,0.294117647,1.684210526,0.473684211
"cloakroom",2,1.532,9,4.48,1.34,4.95,2.95,0.352941176,1.6875,0.25
"clock",2,3.476,5,5,1.75,5.65,3.35,0.473684211,2.941176471,0.352941176
"clockwork",10,1.771,9,3.36,1.77,5.58,4.23,0.666666667,2.45,0.4
"clog",6,1.623,4,3.47,1.65,2.95,3.23,0.428571429,2.1,0.85
"clone",12,2.111,5,4.34,0.98,4.18,3.95,0.555555556,2.631578947,1.210526316
"close",2,4.049,5,3.2,2.22,5.23,3.81,1.368421053,3,1.380952381
"closeness",6,1.568,9,2.39,1.72,6.85,3.9,3.266666667,2.9375,2.25
"closet",2,3.14,6,4.83,1.67,5.1,3.55,0.095238095,1.473684211,0.157894737
"closure",12,2.201,7,1.78,1.78,5.21,3.19,2.777777778,2.4,1.65
"clot",6,1.968,4,4.2,1.23,2.95,4.17,2.055555556,1.9,0.7
"cloth",2,2.494,5,4.9,1.58,6.2,2.58,0.3125,1.19047619,0.333333333
"clothe",8,1.633,6,3.5,1.66,5.74,3.64,0.6875,1.631578947,0.157894737
"clothes",2,3.713,7,4.76,1.59,6.77,3.14,0.45,2.3,0.4
"clothing",2,2.744,8,4.43,1.81,6.37,4.44,0.526315789,2.263157895,0.578947368
"cloud",2,2.778,5,4.54,1.63,6.2,2.81,0.05,2.909090909,0.363636364
"cloudy",2,2.045,6,4,1.63,4.89,3.36,0.210526316,2.631578947,0.263157895
"clove",8,1.431,5,4.42,0.67,5.53,3.32,0.357142857,1.941176471,2.176470588
"clover",4,1.833,6,4.69,1.44,5.37,3.06,0.052631579,2.941176471,1.235294118
"clown",2,2.907,5,4.9,1.59,5.36,4.94,0.45,3.045454545,1.318181818
"club",2,3.702,4,3.78,1.61,6.5,3.76,0.666666667,2.55,1.35
"clubhouse",2,1.919,9,4.61,0.83,6.47,3.77,0.705882353,1.7,0.55
"clue",4,2.954,4,2.93,1.92,5.38,3.52,1.235294118,2.85,0.95
"clump",6,1.447,5,4,1.38,3.92,3.25,0.1875,1.95,0.75
"clumsy",6,2.441,6,2.77,1.86,4.14,4.12,1.277777778,2.263157895,1.578947368
"cluster",8,1.833,7,4.04,1.69,5.05,4.21,1.117647059,2.380952381,0.857142857
"clutch",6,2.107,6,3.7,1.59,4.8,4.04,0.888888889,0.761904762,0.380952381
"clutter",10,1.69,7,3.68,1.59,3.67,3.68,0.363636364,2.727272727,0.454545455
"coach",4,3.386,5,4.12,1.41,5.72,3.35,0.294117647,3.052631579,2.631578947
"coachman",8,1.491,8,4.12,1.37,5.22,3.05,0.066666667,2,0.8
"coal",6,2.526,4,4.66,1.34,4.56,2.55,0,1.05,0.2
"coalition",12,1.968,9,2.75,1.31,4.9,3.9,0.5,2.1,1.25
"coarse",6,1.845,6,3.25,1.67,4.5,3.66,0.117647059,1.842105263,1.578947368
"coast",2,3.134,5,4.21,1.61,5.9,4.17,0.9375,2,0.210526316
"coastal",6,1.643,7,3.89,1.47,6.21,4.3,0.789473684,2.095238095,0.428571429
"coaster",10,2.204,7,4.68,1.18,5.48,3.39,1.277777778,1.4,0
"coastline",6,1.568,9,4.54,1.24,7.5,3.45,0.523809524,1.95,0.25
"coat",2,3.332,4,4.97,1.58,5.29,3.1,0.527777778,0.476190476,0.095238095
"coating",2,1.38,7,3.97,1.37,5.25,3.59,0.263157895,1.85,0.8
"coax",6,1.623,4,2.7,1.85,5.26,4.48,1.105263158,2.473684211,2.894736842
"cobalt",10,1.491,6,4.46,1.17,5.63,3.35,0.352941176,2.421052632,0.315789474
"cobra",6,2.233,5,5,1.61,4.42,5.71,0.375,2.222222222,0.611111111
"cocaine",10,2.625,7,4.52,1.07,3.05,4.5,1.95,2.578947368,1.315789474
"cock",4,2.764,4,4.79,1.67,5.05,5.74,0.9375,3,1
"cockpit",6,2.217,7,4.27,0.9,5.53,4.9,0.3125,2.761904762,1.714285714
"cockroach",6,2.243,9,4.96,1.36,2.46,5.22,0.6,1.842105263,0.052631579
"cocktail",2,2.745,8,4.4,1.6,6.95,5.6,1.315789474,2.2,3.55
"cocky",8,2.324,5,2.31,1.54,3.45,5.8,1.352941176,2.894736842,2.842105263
"cocoa",2,2.41,5,4.89,1.49,7.33,5,0.294117647,2.05,3.75
"coconut",2,2.371,7,4.79,1.44,6.55,4.67,0.333333333,1.8,3.25
"cocoon",6,1.763,6,4.83,1.68,5.22,2.85,0.066666667,2.526315789,0.315789474
"cod",4,2.061,3,4.61,1.37,5.21,3.95,0.666666667,1.894736842,3.368421053
"code",4,3.433,4,3,1.69,4.67,2.76,0.294117647,2.739130435,1.043478261
"coerce",14,1.342,6,2.04,1.69,3.32,5.45,0.733333333,2.047619048,2.476190476
"coercion",13,1.362,8,1.71,1.41,3.5,4.33,1.625,2.263157895,2.210526316
"coexist",12,1.415,7,2.25,1.79,5.95,3.48,1.75,2.2,1.2
"coffee",2,3.868,6,4.81,1.53,7,5.1,1.555555556,2.142857143,4.095238095
"coffin",4,2.665,6,4.86,1.25,2.63,4.3,0.294117647,3.529411765,1.117647059
"cog",10,1.447,3,4.46,1.64,4.55,4,0,2.0625,0.1875
"cognac",12,2.134,6,4.54,1.3,4.85,4.81,0.764705882,2.428571429,4.238095238
"cognitive",13,1.544,9,1.63,1.08,5.68,5.27,2.333333333,3.19047619,1.047619048
"coherent",12,1.732,8,2,1.84,5.95,3.09,1.736842105,3.263157895,1.421052632
"coil",6,1.919,4,4.56,1.35,4.94,3.72,0.764705882,1.333333333,0.111111111
"coin",2,2.697,4,4.89,1.66,6.55,3.13,0,2.263157895,0.421052632
"coincide",10,1.613,8,2.26,2.03,5.27,3.88,1.8125,2.761904762,1.095238095
"coincidence",8,2.977,11,1.57,2.02,5.58,3.86,1.277777778,2.909090909,0.954545455
"coincidental",12,1.633,12,1.7,2.03,5.68,4.15,1.277777778,2.2,1
"cola",14,2.452,4,4.79,1.37,5.67,4.29,1.65,1.222222222,4.555555556
"cold",2,3.822,4,3.85,1.75,4.32,3.55,3.526315789,3.263157895,2.052631579
"colic",12,1.431,5,3.21,1.09,2.95,2.89,1.714285714,1.380952381,1.476190476
"collaborate",10,1.505,11,1.81,1.8,6.15,4.3,1.333333333,2.578947368,2.315789474
"collage",10,1.58,7,4.6,1.16,5.05,3.44,0.052631579,2.789473684,0.631578947
"collagen",13,1.602,8,3.67,0.91,4.26,3.8,0.888888889,1.941176471,1.294117647
"collapse",6,2.453,8,3.67,1.99,3.37,6.14,1.333333333,2.25,0.85
"collar",2,2.73,6,4.64,1.6,4.95,3.33,0.473684211,2.85,0.65
"collateral",10,2.24,10,2.28,1.37,4.11,3.9,0.3125,1.80952381,0.761904762
"colleague",10,2.54,9,3.79,1.93,5.26,3.5,0.526315789,2.85,1.95
"collect",2,3.009,7,3.34,2.02,5.9,3.14,0.45,1.95,0.95
"collection",2,2.967,10,4.04,1.75,5.9,4.44,0.4,2.95,1.1
"collective",12,2.09,10,2.52,1.74,5.19,2.86,0.578947368,1.95,0.5
"collector",2,2.344,9,4.1,1.3,5.27,4.91,0.65,2,0.526315789
"college",2,3.638,7,4.62,1.61,6.44,4,0.294117647,3.421052632,2.736842105
"collegiate",12,1.415,10,3.32,1.29,5.3,4.95,0.285714286,2.888888889,1.111111111
"collide",6,1.681,7,4,1.53,3.1,4.33,1,2.526315789,0.947368421
"collie",2,1.732,6,4.77,0.9,6.8,3.68,0.222222222,2.142857143,0.571428571
"collision",6,2.14,9,3.61,1.65,2.95,5.9,1.833333333,2.65,0.85
"cologne",4,2.209,7,4.76,1.38,6.05,3.6,0.466666667,3.5,0.5625
"colon",8,2.114,5,4.66,0.86,4.04,3.64,1.722222222,1.6,0.25
"colonel",6,3.691,7,3.89,1.38,5.18,3.9,0.411764706,2.05,1.4
"colonial",6,2.025,8,2.75,1.41,4.95,2.71,1.117647059,2.714285714,1.285714286
"colony",4,2.481,6,3.77,1.48,5.52,4.17,0.523809524,1.764705882,0.647058824
"color",2,3.304,5,4.08,1.5,7.05,3.18,0.416666667,4.03030303,0.424242424
"colossal",8,1.863,8,2.69,1.8,4.33,4.96,0.916666667,2.7,0.3
"column",4,2.748,6,4.48,1.75,5,3.11,0.263157895,1.842105263,0.578947368
"columnist",6,1.716,9,4.14,1.52,5.47,3.25,0,2.6,1.15
"coma",6,2.797,4,3.69,1.48,1.89,3.05,2,3.384615385,0.769230769
"comb",2,2.491,4,5,1.41,5.65,2.33,0.842105263,4.1,0.1
"combat",4,2.849,6,3.67,1.81,2.95,6.09,1.166666667,3.95,1.95
"combative",12,1.447,9,2.28,1.86,3.65,5.6,1.764705882,2.526315789,2.421052632
"combination",4,2.787,11,2.86,2.2,5.47,3.5,0.157894737,2.210526316,0.947368421
"combine",4,2.057,7,3.41,2.1,4.84,3.64,0.866666667,2.35,1.45
"combo",8,2.1,5,3.37,0.49,6.17,4.48,0.473684211,0.833333333,0.388888889
"combustion",8,1.813,10,3.86,1.31,4.43,6.26,0.714285714,1.611111111,0.277777778
"come",2,5.205,4,2.72,2.09,5.64,3.57,0.535714286,1.380952381,0.571428571
"comeback",6,2.233,8,2.23,1.41,6.14,4.89,0.882352941,2,1.761904762
"comedian",4,2.322,8,4.04,1.34,7.6,5.78,1.105263158,2.842105263,2.315789474
"comedy",4,2.78,6,3.1,1.13,8.05,6,2.105263158,3.7,3.7
"comet",8,2.199,5,4.67,1.64,6.9,4.8,0.222222222,2.421052632,0.368421053
"comfort",2,2.944,7,2.89,1.86,7.24,2.76,3.85,2.727272727,1.681818182
"comfortable",2,3.382,11,2.33,1.82,7.67,2.38,4.146341463,2.894736842,1.631578947
"comic",2,2.743,5,4,1.42,7.5,4.3,0.166666667,3.428571429,1.523809524
"comical",6,1.633,7,2.97,1.73,6.95,5.1,2.105263158,2.3,2.9
"comma",2,1.708,5,4.65,1.38,4.47,3.23,0.625,2.722222222,0.055555556
"command",2,3.348,7,2.48,1.75,4.19,4.65,0.736842105,2.85,2.9
"commandant",10,2.121,10,3.77,1.32,5.16,3.95,0.071428571,2.529411765,1.294117647
"commander",2,3.276,9,4.31,1.4,4.73,4.6,0.533333333,2.476190476,2.19047619
"commanding",4,2.548,10,2.31,1.64,4.57,5.95,1.208333333,2.75,3.541666667
"commandment",6,1.924,11,2.53,1.1,5.55,4.16,0.411764706,2.619047619,2.095238095
"commando",13,1.74,8,3.9,0.86,5.52,5.95,0.294117647,2.105263158,1.263157895
"commemorate",10,1.681,11,2.2,1.67,5.74,2.76,0.909090909,3.047619048,2.523809524
"commence",10,2.373,8,2.83,1.84,5.32,3.81,1.105263158,2.25,1.6
"commend",10,1.964,7,2.14,1.66,7,3.23,0.578947368,2.619047619,3.333333333
"commendable",12,1.653,11,2.21,1.96,6.76,3.75,1.833333333,2.5,2.35
"commendation",10,1.672,12,2.44,1.73,6.19,4.71,1,1.352941176,1.823529412
"comment",6,2.816,7,3.29,2.08,5.65,3.56,0.25,1.95,3.85
"commentary",12,1.887,10,2.96,1.86,5.5,3.5,0,3.526315789,3.157894737
"commentator",8,2.146,11,4.15,1.74,5.11,4.1,0.058823529,2.444444444,3.111111111
"commerce",8,2.25,8,2.76,1.77,5.21,3.95,0.222222222,3,1.263157895
"commercial",4,2.919,10,3.24,1.97,4.11,4.43,0.388888889,3,0.85
"commission",6,2.848,10,3.04,1.81,5.81,4.59,0.166666667,2.35,1.35
"commissioner",2,2.796,12,3.64,1.6,4.68,3.25,0.183673469,1.838709677,1.451612903
"commit",8,2.993,6,2.17,1.84,5.85,3.5,2,2.684210526,2.157894737
"commitment",10,2.741,10,1.74,1.95,6.33,4.26,1.894736842,3.315789474,2.052631579
"committee",6,3.051,9,4.14,1.76,5.52,3.56,0.45,2.647058824,1.823529412
"commodity",10,1.929,9,2.91,1.61,5.86,3.75,0.411764706,1.833333333,0.944444444
"commodore",6,2.267,9,3.88,1.24,4.82,3.05,0.307692308,2.3125,0.8125
"common",6,3.357,6,2.07,2.2,5.94,2.43,0.842105263,2.578947368,1.421052632
"commoner",10,1.568,8,3.79,1.65,4.42,3.05,0.3125,1.647058824,1
"commonplace",8,1.613,11,2.2,2.09,5.48,3,0.764705882,1.65,0.55
"commotion",6,2.029,9,2.71,1.58,4.1,3.73,1.941176471,3.944444444,2.222222222
"communal",12,1.532,8,2.67,1.73,5.47,3,0.4,1.666666667,0.611111111
"commune",10,1.833,7,2.89,1.25,5,3.77,0.705882353,2.80952381,2.285714286
"communicate",4,2.639,11,3.43,1.63,6.28,3.79,0.368421053,2.6,4.1
"communication",4,2.724,13,2.9,1.62,6.73,4.16,1.055555556,3.142857143,4.761904762
"communion",8,2.029,9,3.39,1.07,5.37,3.5,2.176470588,2.15,3
"communism",6,2.033,9,1.86,1.2,2.94,5.1,1.294117647,2.631578947,1
"communist",6,2.588,9,3.5,1.29,3.22,5.1,0.947368421,2.333333333,1.444444444
"community",4,3.172,9,3.52,1.85,6.09,3.8,1.388888889,2.947368421,2.157894737
"commute",8,1.663,7,3.79,1.41,4.14,3.15,1.024390244,2.210526316,0.526315789
"commuter",8,1.491,8,3.03,1.21,4.63,3.6,0.4,2.833333333,1.333333333
"compact",6,1.94,7,3.04,1.65,4.95,3.75,0.666666667,1.578947368,1.263157895
"companion",4,2.51,9,3.75,1.77,7.25,4.06,0.95,3.157894737,2.315789474
"companionship",4,1.987,13,2.45,1.53,7.9,5.05,2.421052632,2.842105263,2.263157895
"company",4,3.876,7,4.11,1.9,5.64,3.29,0.4375,2.789473684,1.736842105
"comparable",8,1.398,10,2.31,2.06,5.4,4,0.684210526,2.315789474,1.157894737
"comparative",12,1.623,11,1.74,1.77,5.05,3.91,1.4375,3,0.947368421
"compare",4,2.63,7,2.52,2.03,5.09,3.78,0.972222222,3.861111111,2.361111111
"comparison",6,2.274,10,2,2.08,5.11,2.92,1,3.045454545,1.772727273
"compartment",6,2.484,11,3.57,1.41,5.36,3.57,0.058823529,1.954545455,0.272727273
"compass",4,2.318,7,4.66,1.52,5.75,2.85,0.0625,2.684210526,0.210526316
"compassion",12,2.505,10,1.89,1.62,7.9,4.5,2.823529412,3.45,2.2
"compassionate",12,1.964,13,1.79,1.73,7.95,4.73,2.238095238,3.523809524,3.523809524
"compatible",12,2.083,10,2.31,1.59,6.29,4.04,1.9,2.333333333,1.523809524
"compel",10,1.724,6,1.83,1.8,4.89,4.33,2.095238095,1.736842105,0.947368421
"compensate",12,2.097,10,2.65,2.09,6.36,5.47,0.714285714,2.111111111,0.777777778
"compensation",10,2.041,12,3.25,1.8,6.55,4.73,0.15,2.263157895,1.894736842
"compete",8,2.636,7,2.57,1.86,5.35,4.4,2,3.142857143,2.761904762
"competence",12,1.663,10,1.78,1.61,6.15,3.72,2,3.263157895,1.578947368
"competent",12,2.097,9,1.93,1.92,6.05,4.09,2.625,3.571428571,2.19047619
"competition",6,3.028,11,3.86,1.77,5.33,5.75,1.176470588,3.05,2.2
"competitive",8,2.332,11,1.89,1.72,5.45,5.7,2.157894737,3.65,2.5
"competitor",6,1.851,10,3.23,1.71,4.45,6.32,1.333333333,2.35,1.85
"compile",10,1.447,7,2.64,1.81,5.21,3.75,0.294117647,2.7,0.85
"complacent",13,1.362,10,2.17,1.55,4.53,3.71,1.642857143,2.9,1.15
"complain",4,2.807,8,2.6,1.99,3.1,5.18,1.3,3.35,4.5
"complaint",4,2.715,9,2.69,1.89,3.21,4.29,0.25,2.473684211,3
"complement",8,1.602,10,2,2.03,6.7,5.9,0.9375,2.421052632,2.736842105
"complete",2,3.421,8,2.7,2.25,6.5,2.57,2.315789474,2.666666667,1.333333333
"completion",6,1.903,10,2.33,1.71,7.38,4.24,1.578947368,2.761904762,1.238095238
"complex",8,2.826,7,1.96,2.07,4.21,4.6,1.789473684,3.666666667,1.238095238
"complexion",6,1.996,10,3.36,1.61,5.42,4.55,0,3.526315789,0.526315789
"complexity",8,1.623,10,1.87,1.84,5.37,5.13,2.333333333,3.142857143,1.142857143
"compliance",12,1.708,10,1.96,1.61,5.18,2.85,1.764705882,2.263157895,1.210526316
"complicate",6,1.881,10,1.65,2.07,3.3,4.95,1.777777778,2.333333333,1.571428571
"complicated",6,3.142,11,2.21,2.14,3.82,5.75,0.777777778,2.052631579,1.052631579
"complication",6,1.857,12,1.86,1.73,3.05,4.55,0.611111111,2.052631579,1.473684211
"complicity",14,1.342,10,1.7,1.72,4.45,3.59,1.133333333,3.4375,1.625
"compliment",6,2.719,10,2.82,1.65,7.24,5.9,1.55,2.947368421,3.578947368
"complimentary",8,1.987,13,2.37,1.4,6.9,5.15,1.2,2.2,2.1
"comply",10,2.075,6,2.19,1.65,4.25,2.68,0.947368421,2.684210526,2.157894737
"component",12,1.914,9,3.04,1.87,5.62,4.27,0.285714286,1.944444444,1.111111111
"compose",6,1.909,7,2.83,1.58,5.64,3.85,0.555555556,2.85,1.4
"composer",4,2.107,8,4.37,0.8,6.42,3.36,0.333333333,3.45,1.6
"composite",6,1.813,9,3.29,1.81,4.89,3.55,0.266666667,2.555555556,0.777777778
"composition",6,2.097,11,3.1,1.8,5.52,3.4,0.526315789,1.421052632,0.789473684
"compost",14,1.462,7,4.46,0.75,5.47,2.71,0.352941176,1.684210526,0.263157895
"compound",4,2.559,8,3.03,1.8,5.62,3.5,0.176470588,2.285714286,1.19047619
"comprehend",10,1.978,10,1.86,1.84,6.57,3.94,2.105263158,4.35,1.15
"comprehension",10,1.748,13,1.78,1.32,6.24,3.33,1.75,3.578947368,1.789473684
"comprehensive",13,1.771,13,1.82,1.97,6.79,3.6,0.733333333,3.380952381,1.904761905
"compress",6,1.505,8,3.97,1.62,4.85,5,2.235294118,0.705882353,0.294117647
"compression",6,1.806,11,3.07,1.35,4.79,4.19,1.555555556,1.578947368,1
"compressor",8,1.415,10,4.39,0.95,5.32,3.62,0.1875,1.705882353,0.235294118
"compromise",8,2.555,10,1.8,1.97,5.62,3.36,2,3.1,2.65
"compulsion",10,1.806,10,1.79,1.73,3.95,4.89,1.9375,2.952380952,1.142857143
